1714,evsb,ja,ev/Cape Teriggan
1715,evsb,ja,ev/Eastern Altepa Desert
1716,evsb,ja,ev/The Sanctuary of Zi'Tah
1717,evsb,ja,ev/Ro'Maeve
1718,evsb,ja,ev/Yuhtunga Jungle
1719,evsb,ja,ev/Yhoator Jungle
1720,evsb,ja,ev/Western Altepa Desert
1721,evsb,ja,ev/Valley of Sorrows
1722,evsb,ja,ev/Ru'Aun Gardens
1723,evsb,ja,ev/Dynamis - Beaucedine
1724,evsb,ja,ev/Dynamis - Xarcabard
1725,evsb,ja,ev/The Boyahda Tree
1726,evsb,ja,ev/Dragon's Aery
1727,evsb,ja,ev/Temple of Uggalepih
1728,evsb,ja,ev/Den of Rancor
1729,evsb,ja,ev/Sacrificial Chamber
1730,evsb,ja,ev/Chamber of Oracles
1731,evsb,ja,ev/Full Moon Fountain
1732,evsb,ja,ev/Korroloka Tunnel
1733,evsb,ja,ev/Kuftal Tunnel
1734,evsb,ja,ev/Sea Serpent Grotto
1735,evsb,ja,ev/Ve'Lugannon Palace
1736,evsb,ja,ev/The Shrine of Ru'Avitau
1737,evsb,ja,ev/Stellar Fulcrum
1738,evsb,ja,ev/La'Loff Amphitheater
1739,evsb,ja,ev/The Celestial Nexus
1740,evsb,ja,ev/Dynamis - San d'Oria
1741,evsb,ja,ev/Dynamis - Bastok
1742,evsb,ja,ev/Dynamis - Windurst
1743,evsb,ja,ev/Dynamis - Jeuno
1744,evsb,ja,ev/Cloister of Gales
1745,evsb,ja,ev/Cloister of Storms
1746,evsb,ja,ev/Cloister of Frost
1747,evsb,ja,ev/Ifrit's Cauldron
1748,evsb,ja,ev/Cloister of Flames
1749,evsb,ja,ev/Quicksand Caves
1750,evsb,ja,ev/Cloister of Tremors
1751,evsb,ja,ev/Cloister of Tides
1752,evsb,ja,ev/Gustav Tunnel
1753,evsb,ja,ev/Labyrinth of Onzozo
1754,evsb,ja,ev/Kazham-Jeuno Airship
1755,evsb,ja,ev/Rabao
1756,evsb,ja,ev/Kazham
1757,evsb,ja,ev/Hall of the Gods
1758,evsb,ja,ev/Norg
2222,evsb,en,ev/Cape Teriggan
2223,evsb,en,ev/Eastern Altepa Desert
2230,evsb,en,ev/The Sanctuary of Zi'Tah
2231,evsb,en,ev/Ro'Maeve
2232,evsb,en,ev/Yuhtunga Jungle
2233,evsb,en,ev/Yhoator Jungle
2234,evsb,en,ev/Western Altepa Desert
2237,evsb,en,ev/Valley of Sorrows
2239,evsb,en,ev/Ru'Aun Gardens
2243,evsb,en,ev/Dynamis - Beaucedine
2244,evsb,en,ev/Dynamis - Xarcabard
2262,evsb,en,ev/The Boyahda Tree
2263,evsb,en,ev/Dragon's Aery
2268,evsb,en,ev/Temple of Uggalepih
2269,evsb,en,ev/Den of Rancor
2272,evsb,en,ev/Sacrificial Chamber
2277,evsb,en,ev/Chamber of Oracles
2279,evsb,en,ev/Full Moon Fountain
2282,evsb,en,ev/Korroloka Tunnel
2283,evsb,en,ev/Kuftal Tunnel
2285,evsb,en,ev/Sea Serpent Grotto
2286,evsb,en,ev/Ve'Lugannon Palace
2287,evsb,en,ev/The Shrine of Ru'Avitau
2288,evsb,en,ev/Stellar Fulcrum
2289,evsb,en,ev/La'Loff Amphitheater
2290,evsb,en,ev/The Celestial Nexus
2294,evsb,en,ev/Dynamis - San d'Oria
2295,evsb,en,ev/Dynamis - Bastok
2296,evsb,en,ev/Dynamis - Windurst
2297,evsb,en,ev/Dynamis - Jeuno
2310,evsb,en,ev/Cloister of Gales
2311,evsb,en,ev/Cloister of Storms
2312,evsb,en,ev/Cloister of Frost
2314,evsb,en,ev/Ifrit's Cauldron
2316,evsb,en,ev/Cloister of Flames
2317,evsb,en,ev/Quicksand Caves
2318,evsb,en,ev/Cloister of Tremors
2320,evsb,en,ev/Cloister of Tides
2321,evsb,en,ev/Gustav Tunnel
2322,evsb,en,ev/Labyrinth of Onzozo
2335,evsb,en,ev/Kazham-Jeuno Airship
2356,evsb,en,ev/Rabao
2359,evsb,en,ev/Kazham
2360,evsb,en,ev/Hall of the Gods
2361,evsb,en,ev/Norg
