166,evsb,ja,ev/unknown
167,evsb,ja,ev/Phanauet Channel
168,evsb,ja,ev/Carpenters' Landing
169,evsb,ja,ev/Manaclipper
170,evsb,ja,ev/Bibiki Bay
171,evsb,ja,ev/Uleguerand Range
172,evsb,ja,ev/Bearclaw Pinnacle
173,evsb,ja,ev/Attohwa Chasm
174,evsb,ja,ev/Boneyard Gully
175,evsb,ja,ev/Pso'Xja
176,evsb,ja,ev/The Shrouded Maw
177,evsb,ja,ev/Oldton Movalpolos
178,evsb,ja,ev/Newton Movalpolos
179,evsb,ja,ev/Mine Shaft 2716
180,evsb,ja,ev/Hall of Transference
182,evsb,ja,ev/Promyvion - Holla
183,evsb,ja,ev/Spire of Holla
184,evsb,ja,ev/Promyvion - Dem
185,evsb,ja,ev/Spire of Dem
186,evsb,ja,ev/Promyvion - Mea
187,evsb,ja,ev/Spire of Mea
188,evsb,ja,ev/Promyvion - Vahzl
189,evsb,ja,ev/Spire of Vahzl
190,evsb,ja,ev/Lufaise Meadows
191,evsb,ja,ev/Misareaux Coast
192,evsb,ja,ev/Tavnazian Safehold
193,evsb,ja,ev/Phomiuna Aqueducts
194,evsb,ja,ev/Sacrarium
195,evsb,ja,ev/Riverne - Site B01
196,evsb,ja,ev/Riverne - Site A01
197,evsb,ja,ev/Monarch Linn
198,evsb,ja,ev/Sealion's Den
199,evsb,ja,ev/Al'Taieu
200,evsb,ja,ev/Grand Palace of Hu'Xzoi
201,evsb,ja,ev/The Garden of Ru'Hmet
202,evsb,ja,ev/Empyreal Paradox
203,evsb,ja,ev/Temenos
204,evsb,ja,ev/Apollyon
205,evsb,ja,ev/Dynamis - Valkurm
206,evsb,ja,ev/Dynamis - Buburimu
207,evsb,ja,ev/Dynamis - Qufim
208,evsb,ja,ev/Dynamis - Tavnazia
209,evsb,ja,ev/Diorama Abdhaljs-Ghelsba
210,evsb,ja,ev/Abdhaljs Isle-Purgonorgo
266,evsb,en,ev/unknown
267,evsb,en,ev/Phanauet Channel
268,evsb,en,ev/Carpenters' Landing
269,evsb,en,ev/Manaclipper
270,evsb,en,ev/Bibiki Bay
271,evsb,en,ev/Uleguerand Range
272,evsb,en,ev/Bearclaw Pinnacle
273,evsb,en,ev/Attohwa Chasm
274,evsb,en,ev/Boneyard Gully
275,evsb,en,ev/Pso'Xja
276,evsb,en,ev/The Shrouded Maw
277,evsb,en,ev/Oldton Movalpolos
278,evsb,en,ev/Newton Movalpolos
279,evsb,en,ev/Mine Shaft #2716
280,evsb,en,ev/Hall of Transference
282,evsb,en,ev/Promyvion - Holla
283,evsb,en,ev/Spire of Holla
284,evsb,en,ev/Promyvion - Dem
285,evsb,en,ev/Spire of Dem
286,evsb,en,ev/Promyvion - Mea
287,evsb,en,ev/Spire of Mea
288,evsb,en,ev/Promyvion - Vahzl
289,evsb,en,ev/Spire of Vahzl
290,evsb,en,ev/Lufaise Meadows
291,evsb,en,ev/Misareaux Coast
292,evsb,en,ev/Tavnazian Safehold
293,evsb,en,ev/Phomiuna Aqueducts
294,evsb,en,ev/Sacrarium
295,evsb,en,ev/Riverne - Site #B01
296,evsb,en,ev/Riverne - Site #A01
297,evsb,en,ev/Monarch Linn
298,evsb,en,ev/Sealion's Den
299,evsb,en,ev/Al'Taieu
300,evsb,en,ev/Grand Palace of Hu'Xzoi
301,evsb,en,ev/The Garden of Ru'Hmet
302,evsb,en,ev/Empyreal Paradox
303,evsb,en,ev/Temenos
304,evsb,en,ev/Apollyon
305,evsb,en,ev/Dynamis - Valkurm
306,evsb,en,ev/Dynamis - Buburimu
307,evsb,en,ev/Dynamis - Qufim
308,evsb,en,ev/Dynamis - Tavnazia
309,evsb,en,ev/Diorama Abdhaljs-Ghelsba
310,evsb,en,ev/Abdhaljs Isle-Purgonorgo
